id,latitude,longitude,name,type,color,segment_name,segment_id,url
107,45.445107,-73.731288,Carson:  [UNCLAIMED],UNCLAIMED,000000,Carson,5909984,http://www.strava.com/segments/5909984/compare/,
108,45.4283758532,-73.6765351798,Sprint Parc Rene-Levesque Ouest:  [Josh Felker],Josh Felker,BA9778,Sprint Parc Rene-Levesque Ouest,2358922,http://www.strava.com/segments/2358922/compare/,
109,45.42844,-73.686271,Park Sprint :  [Josh Felker],Josh Felker,BA9778,Park Sprint ,8149161,http://www.strava.com/segments/8149161/compare/,
110,45.43808,-73.714848,Lachine BIke Path 52nd to 32nd Avenue:  [Mario Born],Mario Born,FF9233,Lachine BIke Path 52nd to 32nd Avenue,4173833,http://www.strava.com/segments/4173833/compare/,
111,45.432527,-73.683582,Lachine Waterfront (Eastbound):  [Mario Born],Mario Born,FF9233,Lachine Waterfront (Eastbound),7715348,http://www.strava.com/segments/7715348/compare/,
112,45.439969,-73.7217,PS40 : Sprint 4 : Lachine:  [Patrick Santeusanio],Patrick Santeusanio,FFFFFF,PS40 : Sprint 4 : Lachine,9316742,http://www.strava.com/segments/9316742/compare/,
113,45.4392180126,-73.6725883093,1 lap Mardi Cycliste:  [UNCLAIMED],UNCLAIMED,000000,1 lap Mardi Cycliste,621249,http://www.strava.com/segments/621249/compare/,
114,45.43304684,-73.69355613,Saint Joseph Westbound:  [Eoin Craigie],Eoin Craigie,5CB1E4,Saint Joseph Westbound,2189823,http://www.strava.com/segments/2189823/compare/,
115,45.442452,-73.709921,48e Sprint:  [UNCLAIMED],UNCLAIMED,000000,48e Sprint,4705541,http://www.strava.com/segments/4705541/compare/,
116,45.4454091378,-73.6789348349,Petit Dimanche Lap:  [UNCLAIMED],UNCLAIMED,000000,Petit Dimanche Lap,719256,http://www.strava.com/segments/719256/compare/,
117,45.44506,-73.728581,Handfield Loop:  [UNCLAIMED],UNCLAIMED,000000,Handfield Loop,9316470,http://www.strava.com/segments/9316470/compare/,
118,45.435987,-73.654857,Clement to Dollard:  [Josh Felker],Josh Felker,BA9778,Clement to Dollard,4765374,http://www.strava.com/segments/4765374/compare/,
119,45.4310656479,-73.6657828745,Lachine Canal - Rue Musee to bridge with old train:  [Mario Born],Mario Born,FF9233,Lachine Canal - Rue Musee to bridge with old train,2325046,http://www.strava.com/segments/2325046/compare/,
120,45.441114,-73.645919,St. Pierre Bridge to rue du Musee:  [Henry Jenkins],Henry Jenkins,F72304,St. Pierre Bridge to rue du Musee,4237697,http://www.strava.com/segments/4237697/compare/,
121,45.428445,-73.66541,Lyette to Stirling uphill:  [Mario Born],Mario Born,FF9233,Lyette to Stirling uphill,8049962,http://www.strava.com/segments/8049962/compare/,
