id,latitude,longitude,name,type,color,segment_name,segment_id
173,45.4532872466,-73.7820331659,Sources Overpass. Dir. Sud:  [UNCLAIMED],UNCLAIMED,000000,Sources Overpass. Dir. Sud,2200506,
174,45.463738,-73.787159,Chester south: The Two Circles:  [UNCLAIMED],UNCLAIMED,000000,Chester south: The Two Circles,9825048,
175,45.480436692,-73.760941783,Techno Parc St-Laurent Small Loop:  [UNCLAIMED],UNCLAIMED,000000,Techno Parc St-Laurent Small Loop,669212,
176,45.475831,-73.73143,St-Martin Airplane Race:  [UNCLAIMED],UNCLAIMED,000000,St-Martin Airplane Race,9906443,
177,45.4563963667,-73.7474121414,welcome to montreal:  [UNCLAIMED],UNCLAIMED,000000,welcome to montreal,3685739,
178,45.454391,-73.701864,Railway Viaduc Bump 2:  [UNCLAIMED],UNCLAIMED,000000,Railway Viaduc Bump 2,4671460,
179,45.460745,-73.724627,55e Uphill sprint.:  [UNCLAIMED],UNCLAIMED,000000,55e Uphill sprint.,8155312,
180,45.453896,-73.705331,Railway Viaduc Bump:  [UNCLAIMED],UNCLAIMED,000000,Railway Viaduc Bump,4671389,
181,45.458544,-73.677947,Meadowbrook sprint:  [UNCLAIMED],UNCLAIMED,000000,Meadowbrook sprint,9571023,
182,45.45453,-73.729342,Lepine South Sprint:  [UNCLAIMED],UNCLAIMED,000000,Lepine South Sprint,7097018,
183,45.456373,-73.672284,Blossom Sprint:  [UNCLAIMED],UNCLAIMED,000000,Blossom Sprint,9994637,
184,45.464151,-73.6292,Avenue Draper Climb:  [Arvind Ramanathan],Arvind Ramanathan,29D0D0,Avenue Draper Climb,4783902,
185,45.463426,-73.623385,De Maisonneuve Path (Benny to West Broadway):  [Arvind Ramanathan],Arvind Ramanathan,29D0D0,De Maisonneuve Path (Benny to West Broadway),3857480,
186,45.463848,-73.628764,Sherbrooke Reverse:  [Arvind Ramanathan],Arvind Ramanathan,29D0D0,Sherbrooke Reverse,3903966,
187,45.474135,-73.615413,Girouard Sprint:  [UNCLAIMED],UNCLAIMED,000000,Girouard Sprint,7217227,
188,45.469479,-73.641762,Fielding Sprint Reverse:  [UNCLAIMED],UNCLAIMED,000000,Fielding Sprint Reverse,7373535,
189,45.480414,-73.630092,Clan Sprint:  [UNCLAIMED],UNCLAIMED,000000,Clan Sprint,7336099,
190,45.4721,-73.61281,Cavendish to Girouard Reverse:  [UNCLAIMED],UNCLAIMED,000000,Cavendish to Girouard Reverse,5149290,
191,45.476456,-73.636816,Fielding Sprint:  [UNCLAIMED],UNCLAIMED,000000,Fielding Sprint,5801166,
192,45.452627968,-73.6443775054,Sherb down West to Luc:  [UNCLAIMED],UNCLAIMED,000000,Sherb down West to Luc,3596608,
193,45.457056,-73.666987,MoWest Trapezoid:  [UNCLAIMED],UNCLAIMED,000000,MoWest Trapezoid,7207347,
194,45.472259,-73.580563,Short sprint to underpass:  [Mario Born],Mario Born,FF9233,Short sprint to underpass,7824610,
195,45.475459,-73.594416,Chemin GLEN:  [UNCLAIMED],UNCLAIMED,000000,Chemin GLEN,6962089,
196,45.4626699071,-73.5608736333,Reverse Park to Arena Sprint:  [Josh Felker],Josh Felker,814A19,Reverse Park to Arena Sprint,2120315,
197,45.4648677,-73.5952593,De l'Église to Atwater:  [Mario Born],Mario Born,FF9233,De l'Église to Atwater,2201575,
